race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,60,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Male
White - Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Robbery,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,50,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,20,C Felony,Property,Arson,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,20,C Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male
American Indian or Alaska Native - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,missing,No,No,Male
Asian or Pacific Islander - Non-Hispanic,30,D Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male
Black - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,60,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,60,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,50,C Felony,Property,Theft,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,20,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Female
Black - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male
American Indian or Alaska Native - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female
Black - Non-Hispanic,30,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,6JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Female
Black - Non-Hispanic,50,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,6JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,30,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,30,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,30,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female
White - Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,missing,Yes,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Public Order,Other Public Order,Paroled w/Immediate Discharge,missing,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Burglary,Paroled to Detainer - Iowa,2JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male
Black - Non-Hispanic,50,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,40,D Felony,Other,Other Criminal,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,6JD,Yes,Yes,Male
White - Hispanic,30,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,Yes,Male
White - Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Asian or Pacific Islander - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,missing,No,No,Male
White - Hispanic,20,C Felony,Violent,Assault,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,40,C Felony,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,60,C Felony,Violent,Sex,Released to Special Sentence,2JD,No,Yes,Male
Black - Non-Hispanic,20,C Felony,Violent,Other Violent,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Vandalism,Paroled to Detainer - Out of State,missing,No,Yes,Male
White - Non-Hispanic,20,C Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,Special Sentence 2005,Violent,Sex,Released to Special Sentence,4JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Female
White - Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,2JD,No,Yes,Male
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Other Drug,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,B Felony,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,20,C Felony,Other,Other Violent,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,Weapons,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
White - Hispanic,50,D Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Female
Black - Non-Hispanic,30,C Felony,Property,Theft,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male
White - Non-Hispanic,60,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Vandalism,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,3JD,Yes,Yes,Male
Black - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,missing,No,Yes,Male
Black - Non-Hispanic,50,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,60,B Felony,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,20,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,60,C Felony,Violent,Robbery,Parole Granted,4JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Female
White - Non-Hispanic,60,B Felony,Other,Other Criminal,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Arson,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Violent,Assault,Parole Granted,3JD,Yes,Yes,Male
Black - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Paroled to Detainer - Out of State,missing,No,Yes,Male
White - Non-Hispanic,50,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Female
Black - Non-Hispanic,60,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,40,C Felony,Violent,Murder/Manslaughter,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Hispanic,20,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,missing,Yes,No,Male
Asian or Pacific Islander - Non-Hispanic,40,C Felony,Property,Arson,Paroled to Detainer - INS,missing,No,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,No,Female
White - Hispanic,20,C Felony,Violent,Sex,Paroled to Detainer - INS,missing,No,Yes,Male
White - Hispanic,20,C Felony,Violent,Sex,Paroled to Detainer - INS,missing,No,Yes,Male
White - Hispanic,30,C Felony,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Male
White - Hispanic,50,D Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,60,D Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,2JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,C Felony,Violent,Sex,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,20,Aggravated Misdemeanor,Public Order,Weapons,Paroled w/Immediate Discharge,5JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
American Indian or Alaska Native - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - INS,missing,No,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,50,B Felony,Violent,Kidnap,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,20,D Felony,Drug,Other Drug,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Female
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
White - Hispanic,20,D Felony,Property,Theft,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,40,D Felony,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,40,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,20,D Felony,Property,Theft,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Public Order,Weapons,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,60,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Female
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,8JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Vandalism,Parole Granted,8JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
White - Hispanic,30,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,50,Serious Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Property,Burglary,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,50,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Female
American Indian or Alaska Native - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,60,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,OWI,Paroled to Detainer - Iowa,1JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Property,Theft,Parole Granted,3JD,No,Yes,Female
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Property,Arson,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
